 -1.1571667e+001 -3.1856667e+001             NaN
 -1.9041583e+001 -2.5114333e+001             NaN
 -2.1917167e+001 -2.1385000e+001             NaN
 -2.1910583e+001 -2.1377000e+001  3.6093900e+003
 -2.1882000e+001 -2.0849000e+001  3.6163900e+003
 -2.1879833e+001 -2.0846833e+001  3.6073300e+003
 -2.1857833e+001 -2.0488500e+001  3.5942500e+003
 -2.1831667e+001 -2.0141667e+001  3.5689800e+003
 -2.1788500e+001 -1.9778167e+001  3.5882500e+003
 -2.1784167e+001 -1.9421500e+001  3.5690600e+003
 -2.1749833e+001 -1.8918667e+001  3.5808500e+003
 -2.1731833e+001 -1.8562500e+001  3.5633400e+003
 -2.1668217e+001 -1.8182067e+001  3.5552400e+003
 -2.1604500e+001 -1.7809000e+001  3.5436700e+003
 -2.1618167e+001 -1.7419333e+001  3.5664000e+003
 -2.1509833e+001 -1.7082333e+001  3.5674600e+003
 -2.1463667e+001 -1.6717000e+001  3.5428000e+003
 -2.1383833e+001 -1.6383000e+001  3.5500900e+003
 -2.1339833e+001 -1.6006167e+001  3.5478000e+003
 -2.1267833e+001 -1.5640000e+001             NaN
 -2.1250333e+001 -1.5289833e+001  3.4898800e+003
 -2.1146667e+001 -1.4905667e+001  3.5040800e+003
 -2.1057167e+001 -1.4501833e+001  3.5703100e+003
 -2.1010333e+001 -1.4154500e+001  3.6862600e+003
 -2.0915167e+001 -1.3721167e+001  3.6703500e+003
 -2.0784000e+001 -1.3294000e+001  3.6065900e+003
 -2.0701500e+001 -1.2978833e+001  3.5920600e+003
 -2.0806500e+001 -1.2628833e+001             NaN
 -2.0432333e+001 -1.2594167e+001             NaN
 -2.1484167e+001 -1.4154000e+001  3.5354200e+003
 -2.1586917e+001 -1.4767000e+001  3.4723600e+003
 -2.1777667e+001 -1.5360833e+001  3.5059300e+003
 -2.1808167e+001 -1.5915667e+001  3.4950000e+003
 -2.1882500e+001 -1.6360667e+001  3.4531200e+003
 -2.1942000e+001 -1.6794167e+001  3.5360700e+003
 -2.1996500e+001 -1.7258167e+001  3.5302500e+003
 -2.2068167e+001 -1.7713833e+001  3.4979800e+003
 -2.2126667e+001 -1.8167167e+001  3.5254200e+003
 -2.2185000e+001 -1.8598167e+001  3.5577200e+003
 -2.2141667e+001 -1.9050333e+001  3.5690400e+003
 -2.2248333e+001 -1.9491667e+001  3.5560900e+003
 -2.2294167e+001 -2.0114067e+001  3.5793800e+003
 -2.2351500e+001 -2.0868667e+001  3.5984900e+003
 -2.2536000e+001 -2.1296500e+001  3.5689500e+003
 -2.3106167e+001 -2.1131333e+001  3.5190000e+003
 -2.2913167e+001 -2.0523667e+001  3.5415100e+003
 -2.2875667e+001 -1.9864167e+001  3.5506300e+003
 -2.2852167e+001 -1.9212667e+001  3.5368900e+003
 -2.2714500e+001 -1.8588833e+001  3.5292100e+003
 -2.2710667e+001 -1.7872333e+001  3.4750300e+003
 -2.2651167e+001 -1.7203000e+001  3.4789400e+003
 -2.2274333e+001 -1.6585500e+001  3.5350800e+003
 -2.2224333e+001 -1.5872000e+001  3.5130900e+003
 -2.2821333e+001 -1.5862333e+001  3.4379200e+003
 -2.2906500e+001 -1.6556833e+001  3.4878600e+003
 -2.3131667e+001 -1.7511000e+001  3.3982000e+003
 -2.3442333e+001 -1.8401000e+001  3.4869400e+003
 -2.3495833e+001 -1.9331667e+001  3.5242200e+003
 -2.3691167e+001 -2.0154000e+001  3.5060700e+003
 -2.3844167e+001 -2.0988167e+001  3.5424600e+003
 -2.4409500e+001 -2.0187500e+001  3.4751200e+003
 -2.4950667e+001 -2.0724500e+001  3.4773500e+003
 -2.4805000e+001 -1.9804333e+001  3.4947500e+003
 -2.4143767e+001 -1.9332783e+001  3.4906100e+003
 -2.4148833e+001 -1.8357833e+001  3.4301800e+003
 -2.3405167e+001 -1.6821333e+001  3.3968400e+003
 -2.3185667e+001 -1.5881833e+001  3.3922100e+003
 -2.2999000e+001 -1.4989500e+001  3.4883600e+003
 -2.0813500e+001 -1.5871667e+001  3.5403100e+003
 -2.0795500e+001 -1.6782333e+001  3.4922300e+003
 -2.0352500e+001 -1.7510667e+001  3.5021300e+003
             NaN             NaN             NaN
 -2.0915833e+001 -1.7863000e+001  3.5561900e+003
 -2.0943833e+001 -1.8692167e+001  3.5737600e+003
 -2.1190167e+001 -1.9487167e+001  3.5699400e+003
 -2.0726333e+001 -1.9671167e+001  3.6432900e+003
 -2.0972833e+001 -2.0513500e+001  3.5991200e+003
 -2.0395000e+001 -2.1208333e+001  3.6228100e+003
