 -1.1571667e+001 -3.1856667e+001             NaN
 -1.9041583e+001 -2.5114333e+001             NaN
 -2.1917167e+001 -2.1385000e+001             NaN
 -2.1910583e+001 -2.1377000e+001  3.6726000e+003
 -2.1882000e+001 -2.0849000e+001  3.6810300e+003
 -2.1879833e+001 -2.0846833e+001  3.6620500e+003
 -2.1857833e+001 -2.0488500e+001  3.6617000e+003
 -2.1831667e+001 -2.0141667e+001  3.6276900e+003
 -2.1788500e+001 -1.9778167e+001  3.6430300e+003
 -2.1784167e+001 -1.9421500e+001  3.6284100e+003
 -2.1749833e+001 -1.8918667e+001  3.6317600e+003
 -2.1731833e+001 -1.8562500e+001  3.6175400e+003
 -2.1668217e+001 -1.8182067e+001  3.6135000e+003
 -2.1604500e+001 -1.7809000e+001  3.6128100e+003
 -2.1618167e+001 -1.7419333e+001  3.6205800e+003
 -2.1509833e+001 -1.7082333e+001  3.6317800e+003
 -2.1463667e+001 -1.6717000e+001  3.5894300e+003
 -2.1383833e+001 -1.6383000e+001  3.5939700e+003
 -2.1339833e+001 -1.6006167e+001  3.5867800e+003
 -2.1267833e+001 -1.5640000e+001             NaN
 -2.1250333e+001 -1.5289833e+001  3.5430000e+003
 -2.1146667e+001 -1.4905667e+001  3.6189900e+003
 -2.1057167e+001 -1.4501833e+001  3.6624200e+003
 -2.1010333e+001 -1.4154500e+001  3.7779600e+003
 -2.0915167e+001 -1.3721167e+001  3.7554100e+003
 -2.0784000e+001 -1.3294000e+001  3.6372600e+003
 -2.0701500e+001 -1.2978833e+001  3.6607500e+003
 -2.0806500e+001 -1.2628833e+001             NaN
 -2.0432333e+001 -1.2594167e+001             NaN
 -2.1484167e+001 -1.4154000e+001  3.6703100e+003
 -2.1586917e+001 -1.4767000e+001  3.5766900e+003
 -2.1777667e+001 -1.5360833e+001  3.5390100e+003
 -2.1808167e+001 -1.5915667e+001  3.5637700e+003
 -2.1882500e+001 -1.6360667e+001  3.5038700e+003
 -2.1942000e+001 -1.6794167e+001  3.5947000e+003
 -2.1996500e+001 -1.7258167e+001  3.5768400e+003
 -2.2068167e+001 -1.7713833e+001  3.5740800e+003
 -2.2126667e+001 -1.8167167e+001  3.5837400e+003
 -2.2185000e+001 -1.8598167e+001  3.6110600e+003
 -2.2141667e+001 -1.9050333e+001  3.6268400e+003
 -2.2248333e+001 -1.9491667e+001  3.6283600e+003
 -2.2294167e+001 -2.0114067e+001  3.6286500e+003
 -2.2351500e+001 -2.0868667e+001  3.6491200e+003
 -2.2536000e+001 -2.1296500e+001  3.6426400e+003
 -2.3106167e+001 -2.1131333e+001  3.5937000e+003
 -2.2913167e+001 -2.0523667e+001  3.6211500e+003
 -2.2875667e+001 -1.9864167e+001  3.6154300e+003
 -2.2852167e+001 -1.9212667e+001  3.5813600e+003
 -2.2714500e+001 -1.8588833e+001  3.5975500e+003
 -2.2710667e+001 -1.7872333e+001  3.5203600e+003
 -2.2651167e+001 -1.7203000e+001  3.5423200e+003
 -2.2274333e+001 -1.6585500e+001  3.6094500e+003
 -2.2224333e+001 -1.5872000e+001  3.5815700e+003
 -2.2821333e+001 -1.5862333e+001  3.4973900e+003
 -2.2906500e+001 -1.6556833e+001  3.5524200e+003
 -2.3131667e+001 -1.7511000e+001  3.5287400e+003
 -2.3442333e+001 -1.8401000e+001  3.5587200e+003
 -2.3495833e+001 -1.9331667e+001  3.5813400e+003
 -2.3691167e+001 -2.0154000e+001  3.5586800e+003
 -2.3844167e+001 -2.0988167e+001  3.6008500e+003
 -2.4409500e+001 -2.0187500e+001  3.5584700e+003
 -2.4950667e+001 -2.0724500e+001  3.5800500e+003
 -2.4805000e+001 -1.9804333e+001  3.5672600e+003
 -2.4143767e+001 -1.9332783e+001  3.5509500e+003
 -2.4148833e+001 -1.8357833e+001  3.4771200e+003
 -2.3405167e+001 -1.6821333e+001  3.4961200e+003
 -2.3185667e+001 -1.5881833e+001  3.4832200e+003
 -2.2999000e+001 -1.4989500e+001  3.5550200e+003
 -2.0813500e+001 -1.5871667e+001  3.5820100e+003
 -2.0795500e+001 -1.6782333e+001  3.5482100e+003
 -2.0352500e+001 -1.7510667e+001  3.5541900e+003
             NaN             NaN             NaN
 -2.0915833e+001 -1.7863000e+001  3.6037100e+003
 -2.0943833e+001 -1.8692167e+001  3.6290100e+003
 -2.1190167e+001 -1.9487167e+001  3.6334000e+003
 -2.0726333e+001 -1.9671167e+001  3.6959100e+003
 -2.0972833e+001 -2.0513500e+001  3.6427500e+003
 -2.0395000e+001 -2.1208333e+001  3.6851500e+003
